problem,solver,run,conv,time_ms,nit,stage
Beale_2D_C,v71,33,1,210.7,20497,hgca_cma_refined
Beale_2D_C,v74a,33,1,375.8,20497,hgca_cma_refined
Beale_2D_C,v74,33,1,384.5,20497,hgca_cma_refined
Beale_2D_C,v54,34,1,193.0,18784,hgca_cma_refined
Beale_2D_C,v71,34,1,193.0,18784,hgca_cma_refined
Beale_2D_C,v74a,34,1,325.9,18784,hgca_cma_refined
Beale_2D_C,v74,34,1,336.8,18784,hgca_cma_refined
Beale_2D_C,v54,35,1,224.0,23551,hgca_cma_refined
Beale_2D_C,v71,35,1,231.9,23551,hgca_cma_refined
Beale_2D_C,v74a,35,1,412.6,23551,hgca_cma_refined
Beale_2D_C,v74,35,1,398.6,23551,hgca_cma_refined
Beale_2D_C,v54,36,1,222.8,21736,hgca_cma_refined
Beale_2D_C,v71,36,1,220.0,21736,hgca_cma_refined
Beale_2D_C,v74a,36,1,370.0,21736,hgca_cma_refined
Beale_2D_C,v74,36,1,378.2,21736,hgca_cma_refined
Beale_2D_C,v54,37,1,239.5,25464,hgca_cma_refined
Beale_2D_C,v71,37,1,242.0,25464,hgca_cma_refined
Beale_2D_C,v74a,37,1,394.6,25464,hgca_cma_refined
Beale_2D_C,v74,37,1,403.0,25464,hgca_cma_refined
Beale_2D_C,v54,38,1,245.4,24768,hgca_cma_refined
Beale_2D_C,v71,38,1,240.5,24768,hgca_cma_refined
Beale_2D_C,v74a,38,1,403.0,24768,hgca_cma_refined
Beale_2D_C,v74,38,1,410.9,24768,hgca_cma_refined
Beale_2D_C,v54,39,1,225.0,22760,hgca_cma_refined
Beale_2D_C,v71,39,1,225.0,22760,hgca_cma_refined
Beale_2D_C,v74a,39,1,392.0,22760,hgca_cma_refined
Beale_2D_C,v74,39,1,391.5,22760,hgca_cma_refined
Beale_2D_C,v54,40,1,234.2,24312,hgca_cma_refined
Beale_2D_C,v71,40,1,243.6,24312,hgca_cma_refined
Beale_2D_C,v74a,40,1,452.5,24312,hgca_cma_refined
Beale_2D_C,v74,40,1,400.5,24312,hgca_cma_refined
Beale_2D_C,v54,41,1,237.0,23824,hgca_cma_refined
Beale_2D_C,v71,41,1,234.5,23824,hgca_cma_refined
Beale_2D_C,v74a,41,1,388.8,23824,hgca_cma_refined
Beale_2D_C,v74,41,1,380.5,23824,hgca_cma_refined
Beale_2D_C,v54,42,1,222.0,23168,hgca_cma_refined
Beale_2D_C,v71,42,1,222.9,23168,hgca_cma_refined
Beale_2D_C,v74a,42,1,390.1,23168,hgca_cma_refined
Beale_2D_C,v74,42,1,410.2,23168,hgca_cma_refined
Beale_2D_C,v54,43,1,240.0,24927,hgca_cma_refined
Beale_2D_C,v71,43,1,242.0,24927,hgca_cma_refined
Beale_2D_C,v74a,43,1,409.7,24927,hgca_cma_refined
Beale_2D_C,v74,43,1,393.0,24927,hgca_cma_refined
Beale_2D_C,v54,44,1,192.0,17873,hgca_cma_refined
Beale_2D_C,v71,44,1,187.5,17873,hgca_cma_refined
Beale_2D_C,v74a,44,1,334.0,17873,hgca_cma_refined
Beale_2D_C,v74,44,1,331.0,17873,hgca_cma_refined
Beale_2D_C,v54,45,1,199.7,19232,hgca_cma_refined
Beale_2D_C,v71,45,1,203.0,19232,hgca_cma_refined
Beale_2D_C,v74a,45,1,372.0,19232,hgca_cma_refined
Beale_2D_C,v74,45,1,364.1,19232,hgca_cma_refined
Beale_2D_C,v54,46,1,239.0,24080,hgca_cma_refined
Beale_2D_C,v71,46,1,236.0,24080,hgca_cma_refined
Beale_2D_C,v74a,46,1,406.1,24080,hgca_cma_refined
Beale_2D_C,v74,46,1,389.9,24080,hgca_cma_refined
Beale_2D_C,v54,47,1,197.4,18865,hgca_cma_refined
Beale_2D_C,v71,47,1,193.0,18865,hgca_cma_refined
Beale_2D_C,v74a,47,1,367.0,18865,hgca_cma_refined
Beale_2D_C,v74,47,1,376.5,18865,hgca_cma_refined
Beale_2D_C,v54,48,1,220.0,21728,hgca_cma_refined
Beale_2D_C,v71,48,1,220.0,21728,hgca_cma_refined
Beale_2D_C,v74a,48,1,377.0,21728,hgca_cma_refined
Beale_2D_C,v74,48,1,367.6,21728,hgca_cma_refined
Beale_2D_C,v54,49,1,200.0,19321,hgca_cma_refined
Beale_2D_C,v71,49,1,197.2,19321,hgca_cma_refined
Beale_2D_C,v74a,49,1,351.2,19321,hgca_cma_refined
Beale_2D_C,v74,49,1,347.5,19321,hgca_cma_refined
Beale_2D_E,v54,0,1,245.0,26361,hgca_cma_refined
Beale_2D_E,v71,0,1,252.0,26361,hgca_cma_refined
Beale_2D_E,v74a,0,1,459.0,26361,hgca_cma_refined
Beale_2D_E,v74,0,1,462.0,26361,hgca_cma_refined
Beale_2D_E,v54,1,1,206.0,20242,hgca_cma_refined
Beale_2D_E,v71,1,1,202.0,20242,hgca_cma_refined
Beale_2D_E,v74a,1,1,406.5,20242,hgca_cma_refined
Beale_2D_E,v74,1,1,393.5,20242,hgca_cma_refined
Beale_2D_E,v54,2,1,199.0,19578,hgca_cma_refined
Beale_2D_E,v71,2,1,196.0,19578,hgca_cma_refined
Beale_2D_E,v74a,2,1,391.0,19578,hgca_cma_refined
Beale_2D_E,v74,2,1,408.9,19578,hgca_cma_refined
Beale_2D_E,v54,3,1,236.0,23961,hgca_cma_refined
Beale_2D_E,v71,3,1,234.0,23961,hgca_cma_refined
Beale_2D_E,v74a,3,1,440.0,23961,hgca_cma_refined
Beale_2D_E,v74,3,1,440.7,23961,hgca_cma_refined
